Date,Nifty_Close,Nifty_Open,Nifty_High,Nifty_Low,Nifty50_Futures,VIX,Gold_INR_10g,USDINR,FPI_Net_Equity_Cr,FPI_Net_Debt_Cr,FPI_Net_Total_Cr,Put_Cost_ATM_Pct,Put_Cost_95_OTM_Pct,Drawdown_Pct,Yield_3M_Open,Yield_3M_High,Yield_3M_Low,Yield_3M_Close,FPI_Is_MTD,Nifty_LogRet,Nifty_RealVol20d,Put_Cost_Source,Data_Tier,Nifty_Range_Pct,Nifty_Body_Pct,VIX_High_Flag,VIX_Spike_Flag,TRI
1996-02-13,1027.36,1019.69,1030.3,1006.28,,,,,,,,4.0023,1.9652,-0.547908075,,,,,False,0.008652,37.2136,Estimated_RealVol_BS,Index_Only,2.387,0.7522,0,0,
1996-02-14,1051.99,1040.91,1067.49,1040.91,,,,,,,,4.0168,1.9775,0.0,,,,,False,0.023691,37.3406,Estimated_RealVol_BS,Index_Only,2.5535,1.0645,0,0,
1996-02-15,1046.24,1048.14,1053.19,1042.36,,,,,,,,3.9565,1.9263,-0.546583142,,,,,False,-0.005481,36.8107,Estimated_RealVol_BS,Index_Only,1.039,-0.1813,0,0,
1996-02-16,1023.08,1040.84,1040.84,1020.46,,,,,,,,4.088,2.0382,-2.748124982,,,,,False,-0.022385,37.9664,Estimated_RealVol_BS,Index_Only,1.9971,-1.7063,0,0,
1996-02-19,1021.38,1027.2,1028.26,1019.93,,,,,,,,4.0668,2.0201,-2.909723476,,,,,False,-0.001663,37.78,Estimated_RealVol_BS,Index_Only,0.8167,-0.5666,0,0,
1996-02-20,1000.13,1021.08,1021.08,999.93,,,,,,,,4.229,2.1591,-4.929704655,,,,,False,-0.021025,39.2053,Estimated_RealVol_BS,Index_Only,2.1151,-2.0517,0,0,
1996-02-22,1024.91,1006.84,1025.44,1006.84,,,,,,,,4.1702,2.1085,-2.574168956,,,,,False,0.024475,38.6884,Estimated_RealVol_BS,Index_Only,1.8474,1.7947,0,0,
1996-02-23,1028.84,1025.36,1029.64,1019.45,,,,,,,,4.0234,1.9831,-2.20059126,,,,,False,0.003827,37.3985,Estimated_RealVol_BS,Index_Only,0.9996,0.3394,0,0,
1996-02-26,1034.73,1035.02,1045.15,1034.52,,,,,,,,3.9767,1.9435,-1.640700007,,,,,False,0.005709,36.9886,Estimated_RealVol_BS,Index_Only,1.0275,-0.028,0,0,
1996-02-27,1027.45,1034.28,1034.28,1024.65,,,,,,,,4.0315,1.99,-2.332721794,,,,,False,-0.007061,37.4703,Estimated_RealVol_BS,Index_Only,0.9398,-0.6604,0,0,
1996-02-28,1027.39,1034.49,1037.53,1027.39,,,,,,,,4.0378,1.9953,-2.33842527,,,,,False,-5.8e-05,37.525,Estimated_RealVol_BS,Index_Only,0.987,-0.6863,0,0,
1996-02-29,992.51,1024.14,1024.14,992.48,,,,,,,,4.3915,2.2996,-5.654046141,,,,,False,-0.03454,40.6333,Estimated_RealVol_BS,Index_Only,3.19,-3.0884,0,0,
1996-03-01,999.47,994.66,1002.19,989.78,,,,,,,,4.3363,2.2517,-4.992442894,,,,,False,0.006988,40.1487,Estimated_RealVol_BS,Index_Only,1.2538,0.4836,0,0,
1996-03-04,998.84,1000.58,1002.41,996.51,,,,,,,,3.8685,1.8521,-5.052329395,,,,,False,-0.000631,36.0382,Estimated_RealVol_BS,Index_Only,0.5921,-0.1739,0,0,
1996-03-06,1002.91,999.67,1003.72,997.86,,,,,,,,3.7565,1.7582,-4.665443588,,,,,False,0.004066,35.0536,Estimated_RealVol_BS,Index_Only,0.5873,0.3241,0,0,
1996-03-07,998.45,1005.06,1010.5,998.45,,,,,,,,3.6644,1.6817,-5.089401991,,,,,False,-0.004457,34.2447,Estimated_RealVol_BS,Index_Only,1.2069,-0.6577,0,0,
1996-03-08,988.62,993.93,993.93,981.6,,,,,,,,3.7004,1.7115,-6.023821519,,,,,False,-0.009894,34.5609,Estimated_RealVol_BS,Index_Only,1.2561,-0.5342,0,0,
1996-03-11,975.26,981.16,981.16,966.28,,,,,,,,3.1889,1.2966,-7.293795568,,,,,False,-0.013606,30.0664,Estimated_RealVol_BS,Index_Only,1.5399,-0.6013,0,0,
1996-03-12,976.22,974.71,976.46,969.15,,,,,,,,2.3595,0.6841,-7.202539948,,,,,False,0.000984,22.7754,Estimated_RealVol_BS,Index_Only,0.7543,0.1549,0,0,
1996-03-13,992.14,973.75,992.54,972.77,,,,,,,,2.4207,0.7258,-5.689217578,,,,,False,0.016176,23.3137,Estimated_RealVol_BS,Index_Only,2.0323,1.8886,0,0,
1996-03-14,991.14,993.72,1002.68,990.41,,,,,,,,2.3869,0.7027,-5.784275516,,,,,False,-0.001008,23.0165,Estimated_RealVol_BS,Index_Only,1.2389,-0.2596,0,0,
1996-03-15,981.87,989.55,989.98,981.67,,,,,,,,2.1658,0.5573,-6.665462599,,,,,False,-0.009397,21.0716,Estimated_RealVol_BS,Index_Only,0.8465,-0.7761,0,0,
1996-03-18,962.09,977.71,977.71,961.37,,,,,,,,2.2607,0.6184,-8.545708609,,,,,False,-0.020351,21.9064,Estimated_RealVol_BS,Index_Only,1.6997,-1.5976,0,0,
1996-03-19,947.09,961.12,964.08,945.07,,,,,,,,2.1907,0.5731,-9.971577677,,,,,False,-0.015714,21.2909,Estimated_RealVol_BS,Index_Only,2.0115,-1.4598,0,0,
1996-03-21,965.57,957.88,967.75,957.88,,,,,,,,2.3652,0.688,-8.214906986,,,,,False,0.019324,22.826,Estimated_RealVol_BS,Index_Only,1.0304,0.8028,0,0,
1996-03-22,956.11,962.34,962.34,950.07,,,,,,,,2.2681,0.6233,-9.114155078,,,,,False,-0.009846,21.9718,Estimated_RealVol_BS,Index_Only,1.2915,-0.6474,0,0,
1996-03-25,953.98,956.89,957.19,952.25,,,,,,,,1.996,0.5,-9.316628485,,,,,False,-0.00223,19.578,Estimated_RealVol_BS,Index_Only,0.5188,-0.3041,0,0,
1996-03-26,957.14,952.87,958.58,949.28,,,,,,,,1.9932,0.5,-9.016245402,,,,,False,0.003307,19.5527,Estimated_RealVol_BS,Index_Only,0.9797,0.4481,0,0,
1996-03-27,974.17,965.84,975.6,965.84,,,,,,,,2.1269,0.5328,-7.397408721,,,,,False,0.017636,20.7298,Estimated_RealVol_BS,Index_Only,1.0105,0.8625,0,0,
1996-03-28,997.32,976.91,997.32,976.91,,,,,,,,2.349,0.6771,-5.19681746,,,,,False,0.023486,22.683,Estimated_RealVol_BS,Index_Only,2.0892,2.0892,0,0,
1996-03-29,985.3,998.16,998.16,985.3,,,,,,,,2.3832,0.7002,-6.339413873,,,,,False,-0.012126,22.9845,Estimated_RealVol_BS,Index_Only,1.3052,-1.2884,0,0,
1996-04-01,994.8,988.33,995.01,988.33,,,,,,,,2.0264,0.5,-5.436363464,,,,,False,0.009596,19.8454,Estimated_RealVol_BS,Index_Only,0.6759,0.6546,0,0,
1996-04-02,1003.28,996.07,1005.68,996.07,,,,,,,,2.035,0.5,-4.630272151,,,,,False,0.008488,19.9213,Estimated_RealVol_BS,Index_Only,0.9648,0.7238,0,0,
1996-04-03,1013.47,1013.41,1019.09,1012.79,,,,,,,,2.0695,0.5,-3.661631765,,,,,False,0.010105,20.2248,Estimated_RealVol_BS,Index_Only,0.622,0.0059,0,0,
1996-04-04,1010.94,1012.29,1012.29,1000.9,,,,,,,,2.0685,0.5,-3.902128347,,,,,False,-0.002499,20.2153,Estimated_RealVol_BS,Index_Only,1.138,-0.1334,0,0,
