Date,Nifty_Close,Nifty_Open,Nifty_High,Nifty_Low,Nifty50_Futures,VIX,Gold_INR_10g,USDINR,FPI_Net_Equity_Cr,FPI_Net_Debt_Cr,FPI_Net_Total_Cr,Put_Cost_ATM_Pct,Put_Cost_95_OTM_Pct,Drawdown_Pct,Yield_3M_Open,Yield_3M_High,Yield_3M_Low,Yield_3M_Close,FPI_Is_MTD,Nifty_LogRet,Nifty_RealVol20d,Put_Cost_Source,Data_Tier,Nifty_Range_Pct,Nifty_Body_Pct,VIX_High_Flag,VIX_Spike_Flag,TRI
2003-11-07,1592.05,1612.1,1624.5,1585.35,1597.7,,,,6797.0,-75.0,6722.0,2.7314,0.947,-9.336560364,0.930999994,0.941999972,0.927999973,0.931999981,False,-0.012577,26.0455,Estimated_RealVol_BS,Partial,2.4695,-1.2437,0,0,1811.17
2003-11-10,1594.5,1603.55,1603.65,1568.1,1605.1,,,,6797.0,-75.0,6722.0,2.627,0.871,-9.197038724,0.930000007,0.930999994,0.921999991,0.921999991,False,0.001538,25.1274,Estimated_RealVol_BS,Partial,2.2671,-0.5644,0,0,1813.99
2003-11-11,1601.15,1594.5,1608.85,1590.95,1602.25,,,,6797.0,-75.0,6722.0,2.6069,0.8565,-8.81833713,0.930000007,0.930999994,0.921999991,0.921999991,False,0.004162,24.9511,Estimated_RealVol_BS,Partial,1.1251,0.4171,0,0,1821.67
2003-11-12,1603.8,1601.3,1617.75,1598.0,1611.3,,,,6797.0,-75.0,6722.0,2.5746,0.8334,-8.667425968,0.926999986,0.927999973,0.926999986,0.927999973,False,0.001654,24.667,Estimated_RealVol_BS,Partial,1.2359,0.1561,0,0,1824.69
2003-11-13,1579.95,1610.4,1616.15,1573.6,1587.05,,,,6797.0,-75.0,6722.0,2.6325,0.8749,-10.02562642,0.925000012,0.927999973,0.922999978,0.926999986,False,-0.014983,25.1758,Estimated_RealVol_BS,Partial,2.704,-1.8908,0,0,1797.52
2003-11-14,1550.45,1577.2,1580.3,1544.75,1558.25,,,,6797.0,-75.0,6722.0,2.6506,0.888,-11.70558087,0.926999986,0.930999994,0.925999999,0.926999986,False,-0.018848,25.3351,Estimated_RealVol_BS,Partial,2.3013,-1.696,0,0,1763.95
2003-11-15,1562.8,1549.65,1571.3,1542.0,1558.25,,,,6797.0,-75.0,6722.0,2.4765,0.7644,-11.0022779,0.926999986,0.930999994,0.925999999,0.926999986,False,0.007934,23.8049,Estimated_RealVol_BS,Partial,1.9001,0.8486,0,0,1778.0
2003-11-17,1579.9,1563.1,1584.75,1554.4,1590.85,,,,6797.0,-75.0,6722.0,2.4643,0.7559,-10.0284738,0.922999978,0.931999981,0.922999978,0.927999973,False,0.010882,23.6975,Estimated_RealVol_BS,Partial,1.9525,1.0748,0,0,1797.49
2003-11-18,1564.4,1579.15,1591.25,1557.2,1571.55,,,,6797.0,-75.0,6722.0,2.4021,0.7131,-10.91116173,0.933000028,0.938000023,0.926999986,0.93599999,False,-0.009859,23.1503,Estimated_RealVol_BS,Partial,2.1866,-0.934,0,0,1780.01
2003-11-19,1540.6,1563.95,1564.0,1534.35,1545.85,,,,6797.0,-75.0,6722.0,2.3457,0.6749,-12.26651481,0.931999981,0.931999981,0.926999986,0.926999986,False,-0.01533,22.6547,Estimated_RealVol_BS,Partial,1.9324,-1.493,0,0,1752.96
2003-11-20,1522.3,1542.85,1558.15,1517.9,1526.35,,,,6797.0,-75.0,6722.0,2.365,0.6879,-13.30865604,0.926999986,0.926999986,0.920000017,0.921999991,False,-0.01195,22.8245,Estimated_RealVol_BS,Partial,2.6517,-1.332,0,0,1732.19
2003-11-21,1540.7,1520.4,1547.0,1509.15,1546.8,,,,6797.0,-75.0,6722.0,2.1883,0.5716,-12.26082005,0.922999978,0.922999978,0.907000005,0.912,False,0.012015,21.2698,Estimated_RealVol_BS,Partial,2.508,1.3352,0,0,1753.12
2003-11-24,1543.9,1541.35,1554.05,1536.5,1544.9,,,,6797.0,-75.0,6722.0,2.1816,0.5673,-12.0785877,0.917999983,0.921999991,0.916999996,0.916999996,False,0.002075,21.2111,Estimated_RealVol_BS,Partial,1.1422,0.1654,0,0,1756.8
2003-11-25,1568.65,1543.95,1572.05,1543.95,1571.85,,,,6797.0,-75.0,6722.0,2.2193,0.5915,-10.6691344,0.926999986,0.930000007,0.915000021,0.920000017,False,0.015904,21.5428,Estimated_RealVol_BS,Partial,1.82,1.5998,0,0,1784.96
2003-11-27,1598.35,1568.85,1602.6,1568.7,1598.35,,,,6797.0,-75.0,6722.0,2.2784,0.6301,-8.977790433,0.926999986,0.930000007,0.915000021,0.920000017,False,0.018756,22.0621,Estimated_RealVol_BS,Partial,2.161,1.8804,0,0,1818.76
2003-11-28,1615.25,1598.55,1618.95,1598.55,1619.95,,,,6797.0,-75.0,6722.0,2.1128,0.524,-8.015375854,0.916000009,0.916000009,0.907999992,0.907999992,False,0.010518,20.6055,Estimated_RealVol_BS,Partial,1.2762,1.0447,0,0,1837.98
2003-12-01,1657.65,1615.85,1660.55,1615.7,1662.25,,5918.117636,45.70999908,6159.0,222.0,6381.0,2.0545,0.5,-5.600797267,0.912,0.912,0.896000028,0.897000015,False,0.025911,20.0924,Estimated_RealVol_BS,Partial,2.7759,2.5869,0,0,1886.2
2003-12-02,1658.5,1657.65,1671.85,1639.65,1659.8,,5922.30087,45.62900162,6159.0,222.0,6381.0,2.0234,0.5,-5.5523918,0.916999996,0.921000004,0.916999996,0.916999996,False,0.000513,19.8189,Estimated_RealVol_BS,Partial,1.9638,0.0513,0,0,1887.17
2003-12-03,1670.5,1660.7,1676.2,1655.9,1672.7,,5914.975618,45.54999924,6159.0,222.0,6381.0,2.0144,0.5,-4.869020501,0.916999996,0.916999996,0.912,0.912,False,0.007209,19.7399,Estimated_RealVol_BS,Partial,1.2259,0.5901,0,0,1900.83
2003-12-04,1675.2,1670.65,1683.75,1656.1,1678.85,,5905.929551,45.54800034,6159.0,222.0,6381.0,2.0148,0.5,-4.601366743,0.912,0.912,0.899999976,0.901000023,False,0.00281,19.7428,Estimated_RealVol_BS,Partial,1.6696,0.2723,0,0,1906.18
2003-12-05,1645.8,1675.5,1688.25,1642.05,1649.6,,5938.39081,45.44900131,6159.0,222.0,6381.0,2.0801,0.5038,-6.275626424,0.901000023,0.901000023,0.89200002,0.894999981,False,-0.017706,20.3177,Estimated_RealVol_BS,Partial,2.8136,-1.7726,0,0,1872.72
2003-12-08,1646.25,1644.85,1654.35,1631.85,1651.2,,5944.058635,45.47000122,6159.0,222.0,6381.0,2.0808,0.5042,-6.25,0.89200002,0.898999989,0.888000011,0.89200002,False,0.000273,20.3237,Estimated_RealVol_BS,Partial,1.3788,0.0851,0,0,1873.22
2003-12-09,1675.85,1646.4,1677.9,1646.4,1680.8,,5962.330495,45.43099976,6159.0,222.0,6381.0,2.1707,0.5604,-4.564350797,0.901000023,0.90200001,0.890999973,0.89200002,False,0.017821,21.1152,Estimated_RealVol_BS,Partial,1.9133,1.7888,0,0,1906.91
2003-12-10,1686.9,1675.75,1697.3,1672.65,1682.1,,5925.281752,45.37099838,6159.0,222.0,6381.0,2.1767,0.5642,-3.935079727,0.89200002,0.893000007,0.887000024,0.887000024,False,0.006572,21.1679,Estimated_RealVol_BS,Partial,1.4737,0.6654,0,0,1919.52
2003-12-11,1695.4,1688.35,1701.7,1678.35,1691.5,,5912.08906,45.44900131,6159.0,222.0,6381.0,2.0598,0.5,-3.451025057,0.887000024,0.887000024,0.871999979,0.871999979,False,0.005026,20.1395,Estimated_RealVol_BS,Partial,1.3912,0.4176,0,0,1929.16
2003-12-12,1698.9,1695.8,1705.95,1686.45,1697.9,,5978.673424,45.42200089,6159.0,222.0,6381.0,1.8561,0.5,-3.251708428,0.875,0.882000029,0.871999979,0.876999974,False,0.002062,18.3463,Estimated_RealVol_BS,Partial,1.1563,0.1828,0,0,1933.13
2003-12-15,1723.95,1699.7,1728.0,1699.7,1723.2,,5981.804473,45.4679985,6159.0,222.0,6381.0,1.8919,0.5,-1.825170843,0.882000029,0.882000029,0.876999974,0.879999995,False,0.014637,18.6608,Estimated_RealVol_BS,Partial,1.665,1.4267,0,0,1961.68
2003-12-16,1736.25,1723.9,1740.3,1711.3,1726.1,,5959.877038,45.4679985,6159.0,222.0,6381.0,1.8791,0.5,-1.124715262,0.882000029,0.882000029,0.876999974,0.878000021,False,0.007109,18.5483,Estimated_RealVol_BS,Partial,1.6946,0.7164,0,0,1975.81
2003-12-17,1733.25,1736.35,1746.2,1725.4,1722.05,,6012.27128,45.38899994,6159.0,222.0,6381.0,1.8071,0.5,-1.295558087,0.876999974,0.876999974,0.871999979,0.871999979,False,-0.001729,17.9145,Estimated_RealVol_BS,Partial,1.2055,-0.1785,0,0,1972.54
2003-12-18,1756.1,1733.2,1759.0,1725.85,1746.85,,5993.936296,45.42699814,6159.0,222.0,6381.0,1.6337,0.5,0.0,0.866999984,0.870000005,0.856999993,0.862999976,False,0.013097,16.3862,Estimated_RealVol_BS,Partial,1.9208,1.3213,0,0,1998.58
2003-12-19,1778.55,1757.0,1783.7,1755.4,1772.0,,5975.752991,45.42200089,6159.0,222.0,6381.0,1.4732,0.5,0.0,0.86500001,0.873000026,0.855000019,0.85799998,False,0.012703,14.971,Estimated_RealVol_BS,Partial,1.6122,1.2265,0,0,2024.12
2003-12-22,1789.15,1778.85,1794.3,1778.4,1786.8,,6000.157969,45.45199966,6159.0,222.0,6381.0,1.465,0.5,0.0,0.859000027,0.866999984,0.85799998,0.861000001,False,0.005942,14.8981,Estimated_RealVol_BS,Partial,0.8941,0.579,0,0,2036.17
2003-12-23,1780.3,1789.1,1800.9,1751.05,1780.3,,5997.678388,45.38899994,6159.0,222.0,6381.0,1.5259,0.5,-0.494648297,0.875,0.882000029,0.871999979,0.882000029,False,-0.004959,15.4358,Estimated_RealVol_BS,Partial,2.8469,-0.4919,0,0,2026.13
2003-12-24,1808.7,1788.45,1815.6,1780.3,1808.7,,6023.674699,45.44200134,6159.0,222.0,6381.0,1.5253,0.5,0.0,0.875,0.876999974,0.871999979,0.871999979,False,0.015826,15.43,Estimated_RealVol_BS,Partial,1.9828,1.1323,0,0,2058.43
2003-12-26,1837.05,1804.7,1840.35,1804.7,1837.1,,6023.674699,45.44100189,6159.0,222.0,6381.0,1.4934,0.5,0.0,0.833000004,0.865999997,0.833000004,0.847000003,False,0.015553,15.1489,Estimated_RealVol_BS,Partial,1.9754,1.7925,0,0,2090.71
2003-12-29,1874.05,1838.05,1876.0,1837.65,1877.85,,6074.468968,45.54899979,6159.0,222.0,6381.0,1.5669,0.5,0.0,0.851999998,0.861999989,0.851999998,0.856999993,False,0.019941,15.7978,Estimated_RealVol_BS,Partial,2.0869,1.9586,0,0,2133.4
2003-12-30,1873.25,1878.9,1914.4,1858.55,1879.25,,6098.52044,45.49900055,6159.0,222.0,6381.0,1.4105,0.5,-0.042688295,0.882000029,0.912,0.882000029,0.912,False,-0.000427,14.4174,Estimated_RealVol_BS,Partial,3.005,-0.3007,0,0,2132.5
2003-12-31,1879.75,1868.9,1895.65,1852.5,1888.3,,6085.10973,45.52999878,6159.0,222.0,6381.0,1.3975,0.5,0.0,0.912,0.912,0.907000005,0.907000005,False,0.003464,14.3029,Estimated_RealVol_BS,Partial,2.3293,0.5806,0,0,2139.93
2004-01-01,1912.25,1880.35,1917.05,1880.35,1925.3,,6085.10973,45.52700043,3179.0,691.0,3870.0,1.4556,0.5,0.0,0.912,0.912,0.907000005,0.907000005,False,0.017142,14.8156,Estimated_RealVol_BS,Partial,1.9518,1.6965,0,0,2177.45
2004-01-02,1946.05,1912.25,1951.7,1911.05,1950.8,,6085.10973,45.60300064,3179.0,691.0,3870.0,1.5004,0.5,0.0,0.907000005,0.907000005,0.901000023,0.90200001,False,0.017521,15.2107,Estimated_RealVol_BS,Partial,2.1271,1.7676,0,0,2215.94
2004-01-05,1955.0,1946.3,1969.2,1930.75,1957.15,,6203.729469,45.4659996,3179.0,691.0,3870.0,1.1416,0.5,0.0,0.90200001,0.907000005,0.90200001,0.90200001,False,0.004589,12.0401,Estimated_RealVol_BS,Partial,1.9915,0.447,0,0,2226.13
2004-01-06,1926.7,1955.1,1979.05,1908.75,1922.95,,6191.623629,45.54899979,3179.0,691.0,3870.0,1.4017,0.5,-1.447570332,0.90200001,0.90200001,0.901000023,0.901000023,False,-0.014581,14.3392,Estimated_RealVol_BS,Partial,3.683,-1.4526,0,0,2193.92
2004-01-07,1916.75,1927.95,1930.95,1888.1,1927.2,,6156.469677,45.38700104,3179.0,691.0,3870.0,1.4248,0.5,-1.956521739,0.897000015,0.899999976,0.885999978,0.885999978,False,-0.005178,14.5438,Estimated_RealVol_BS,Partial,2.2695,-0.5809,0,0,2182.56
2004-01-08,1968.55,1918.1,1973.45,1918.1,1982.6,,6198.154988,45.4679985,3179.0,691.0,3870.0,1.6097,0.5,0.0,0.861999989,0.861999989,0.847000003,0.847000003,False,0.026666,16.1751,Estimated_RealVol_BS,Partial,2.8857,2.6302,0,0,2241.57
2004-01-09,1971.9,1969.0,2014.65,1957.45,1983.35,,6217.199629,45.35100174,3179.0,691.0,3870.0,1.6229,0.5,0.0,0.855000019,0.855000019,0.841000021,0.842000008,False,0.0017,16.2912,Estimated_RealVol_BS,Partial,2.9222,0.1473,0,0,2245.39
2004-01-12,1945.6,1972.0,1980.55,1936.75,1953.55,,6214.782067,45.34400177,3179.0,691.0,3870.0,1.7984,0.5,-1.333739033,0.842000008,0.847000003,0.842000008,0.847000003,False,-0.013427,17.8381,Estimated_RealVol_BS,Partial,2.2615,-1.3387,0,0,2215.43
2004-01-13,1963.6,1944.7,1967.85,1926.1,1983.05,,6172.65534,45.31299973,3179.0,691.0,3870.0,1.7741,0.5,-0.420913839,0.871999979,0.871999979,0.861999989,0.861999989,False,0.009209,17.6238,Estimated_RealVol_BS,Partial,2.1676,0.9719,0,0,2236.94
2004-01-14,1982.15,1987.4,1995.2,1970.1,1992.35,,6145.552038,45.32799911,3179.0,691.0,3870.0,1.7774,0.5,0.0,0.860000014,0.867999971,0.856999993,0.85799998,False,0.009403,17.6529,Estimated_RealVol_BS,Partial,1.274,-0.2642,0,0,2258.09
2004-01-15,1944.45,1983.2,2000.3,1933.25,1951.5,,5954.484519,45.34899902,3179.0,691.0,3870.0,2.012,0.5,-1.901975128,0.856999993,0.85799998,0.851999998,0.851999998,False,-0.019203,19.7182,Estimated_RealVol_BS,Partial,3.4683,-1.9539,0,0,2215.1
2004-01-16,1900.65,1944.15,1953.05,1887.1,1908.5,,5926.560793,45.32500076,3179.0,691.0,3870.0,2.2638,0.6205,-4.111696895,0.855000019,0.861999989,0.851999998,0.861999989,False,-0.022783,21.9336,Estimated_RealVol_BS,Partial,3.4948,-2.2375,0,0,2165.22
2004-01-19,1935.35,1901.9,1943.1,1874.95,1946.85,,5926.560793,45.33100128,3179.0,691.0,3870.0,2.3053,0.6479,-2.361072573,0.855000019,0.861999989,0.851999998,0.861999989,False,0.018092,22.2991,Estimated_RealVol_BS,Partial,3.6348,1.7588,0,0,2204.87
2004-01-20,1893.25,1928.8,1957.65,1876.85,1890.6,,6014.392524,45.32799911,3179.0,691.0,3870.0,2.5149,0.7912,-4.485028883,0.861000001,0.861999989,0.856999993,0.856999993,False,-0.021993,24.1423,Estimated_RealVol_BS,Partial,4.3051,-1.8431,0,0,2156.9
2004-01-21,1824.6,1895.45,1899.55,1811.35,1835.55,,5988.299597,45.30699921,3179.0,691.0,3870.0,2.941,1.1041,-7.948439825,0.866999984,0.866999984,0.866999984,0.866999984,False,-0.036934,27.8876,Estimated_RealVol_BS,Partial,4.8693,-3.7379,0,0,2078.71
2004-01-22,1770.5,1824.7,1854.55,1756.25,1787.0,,5974.121771,45.32099915,3179.0,691.0,3870.0,3.1155,1.2389,-10.67779936,0.86500001,0.86500001,0.850000024,0.851999998,False,-0.030099,29.4217,Estimated_RealVol_BS,Partial,5.5972,-2.9704,0,0,2017.62
2004-01-23,1847.55,1771.1,1858.5,1771.1,1864.6,,5933.42457,45.24399948,3179.0,691.0,3870.0,3.5021,1.5482,-6.79060616,0.851000011,0.866999984,0.850000024,0.866999984,False,0.042598,32.8183,Estimated_RealVol_BS,Partial,4.9348,4.3165,0,0,2105.45
2004-01-27,1904.7,1847.9,1911.3,1844.65,1911.9,,5967.530973,45.27099991,3179.0,691.0,3870.0,3.6196,1.6446,-3.907373307,0.887000024,0.897000015,0.887000024,0.897000015,False,0.030464,33.8506,Estimated_RealVol_BS,Partial,3.6132,3.0738,0,0,2170.56
2004-01-28,1863.1,1903.9,1918.45,1846.35,1866.4,,6030.629292,45.25299835,3179.0,691.0,3870.0,3.7293,1.7356,-6.006104483,0.89200002,0.916999996,0.887000024,0.916999996,False,-0.022083,34.8147,Estimated_RealVol_BS,Partial,3.905,-2.143,0,0,2123.13
2004-01-29,1843.6,1863.0,1883.1,1827.25,1843.6,,5800.149007,45.27099991,3179.0,691.0,3870.0,3.7469,1.7502,-6.989884721,0.912999988,0.916999996,0.912,0.916999996,False,-0.010522,34.9693,Estimated_RealVol_BS,Partial,3.0565,-1.0413,0,0,2100.96
2004-01-30,1809.75,1843.7,1860.4,1804.3,1814.85,,5819.476908,45.00400162,3179.0,691.0,3870.0,3.7289,1.7352,-8.697626315,0.912,0.912,0.896000028,0.897000015,False,-0.018531,34.8109,Estimated_RealVol_BS,Partial,3.1092,-1.8414,0,0,2062.42
2004-02-03,1769.0,1809.3,1815.95,1755.65,1772.5,,5802.251909,45.20800018,3179.0,691.0,3870.0,3.709,1.7186,-10.75347476,0.912,0.912,0.910000026,0.912,False,-0.022774,34.6362,Estimated_RealVol_BS,Partial,3.4346,-2.2274,0,0,2015.97
2004-02-04,1822.2,1769.1,1829.65,1761.75,1825.95,,5828.543043,45.20899963,3179.0,691.0,3870.0,3.9345,1.9077,-8.06952047,0.907000005,0.912,0.907000005,0.912,False,0.02963,36.6174,Estimated_RealVol_BS,Partial,3.8541,3.0015,0,0,2076.77
2004-02-05,1804.5,1823.5,1846.75,1787.15,1795.95,,5786.007808,45.20600128,3179.0,691.0,3870.0,3.917,1.893,-8.962490225,0.907999992,0.912,0.904999971,0.911000013,False,-0.009761,36.4639,Estimated_RealVol_BS,Partial,3.3349,-1.042,0,0,2056.6
2004-02-06,1833.65,1804.35,1837.95,1797.95,1834.7,,5861.013963,45.16799927,3179.0,691.0,3870.0,3.9881,1.9531,-7.491864894,0.912999988,0.916000009,0.904999971,0.907000005,False,0.016025,37.0886,Estimated_RealVol_BS,Partial,2.2248,1.6239,0,0,2089.8
2004-02-09,1880.7,1834.9,1885.2,1833.05,1883.35,,5910.62279,45.19200134,3179.0,691.0,3870.0,3.9728,1.9401,-5.118179754,0.907000005,0.912999988,0.907000005,0.912,False,0.025336,36.954,Estimated_RealVol_BS,Partial,2.845,2.496,0,0,2143.42
2004-02-10,1880.75,1880.85,1897.0,1861.65,1876.2,,5903.76535,45.18399811,3179.0,691.0,3870.0,3.9706,1.9383,-5.115657241,0.916999996,0.921999991,0.916999996,0.921000004,False,2.7e-05,36.9348,Estimated_RealVol_BS,Partial,1.8989,-0.0053,0,0,2143.51
2004-02-11,1891.5,1891.8,1894.8,1874.5,1897.2,,5959.495889,45.18799973,3179.0,691.0,3870.0,3.9551,1.9252,-4.573316853,0.921000004,0.921999991,0.907000005,0.910000026,False,0.0057,36.7989,Estimated_RealVol_BS,Partial,1.083,-0.0159,0,0,2155.73
2004-02-12,1885.3,1892.2,1906.1,1869.25,1889.95,,6011.941057,45.20000076,3179.0,691.0,3870.0,3.931,1.9048,-4.886108519,0.907000005,0.907000005,0.897000015,0.898000002,False,-0.003283,36.5873,Estimated_RealVol_BS,Partial,1.9714,-0.3647,0,0,2149.07
2004-02-13,1913.6,1875.6,1916.2,1873.25,1916.95,,5983.901441,45.36199951,3179.0,691.0,3870.0,3.9628,1.9317,-3.458365916,0.90200001,0.90200001,0.897000015,0.897000015,False,0.014899,36.8662,Estimated_RealVol_BS,Partial,2.2928,2.026,0,0,2181.36
2004-02-16,1913.55,1914.45,1929.5,1909.45,1917.6,,5983.901441,45.18199921,3179.0,691.0,3870.0,3.8968,1.8759,-3.460888429,0.90200001,0.90200001,0.897000015,0.897000015,False,-2.6e-05,36.2866,Estimated_RealVol_BS,Partial,1.05,-0.047,0,0,2181.26
2004-02-17,1920.1,1913.55,1926.15,1905.5,1927.15,,6045.364772,45.20000076,3179.0,691.0,3870.0,3.7915,1.7875,-3.13043917,0.897000015,0.90200001,0.897000015,0.897000015,False,0.003417,35.3615,Estimated_RealVol_BS,Partial,1.0837,0.3423,0,0,2188.72
2004-02-18,1916.45,1920.0,1935.8,1912.6,1920.2,,5987.618658,45.16999817,3179.0,691.0,3870.0,3.7219,1.7294,-3.31458265,0.912,0.912,0.910000026,0.912,False,-0.001903,34.7498,Estimated_RealVol_BS,Partial,1.213,-0.1849,0,0,2184.58
2004-02-19,1858.3,1916.65,1919.7,1851.8,1858.95,,5954.474817,45.19400024,3179.0,691.0,3870.0,3.8191,1.8106,-6.248265772,0.912,0.915000021,0.911000013,0.912,False,-0.030812,35.6041,Estimated_RealVol_BS,Partial,3.6667,-3.0444,0,0,2118.28
2004-02-20,1852.65,1858.25,1872.85,1831.15,1853.2,,5772.814336,45.17100143,3179.0,691.0,3870.0,3.5223,1.5647,-6.53330979,0.912,0.916999996,0.912,0.916000009,False,-0.003045,32.9957,Estimated_RealVol_BS,Partial,2.2773,-0.3014,0,0,2111.83
2004-02-23,1808.2,1853.0,1867.25,1800.2,1810.3,,5794.726752,45.17200089,3179.0,691.0,3870.0,3.4468,1.5031,-8.775824231,0.916999996,0.926999986,0.916999996,0.926999986,False,-0.024285,32.3323,Estimated_RealVol_BS,Partial,3.7246,-2.4177,0,0,2061.16
2004-02-24,1821.35,1808.4,1826.85,1780.35,1822.95,,5879.806044,45.2120018,3179.0,691.0,3870.0,3.0127,1.1591,-8.112403199,0.930000007,0.941999972,0.926999986,0.938000023,False,0.007246,28.5177,Estimated_RealVol_BS,Partial,2.6118,0.7161,0,0,2076.18
2004-02-25,1786.8,1833.65,1834.1,1779.0,1788.7,,5750.034104,45.18600082,3179.0,691.0,3870.0,2.8063,1.0025,-9.85545998,0.938000023,0.943000019,0.938000023,0.938000023,False,-0.019152,26.7038,Estimated_RealVol_BS,Partial,3.0972,-2.555,0,0,2037.01
2004-02-26,1765.8,1787.45,1818.6,1760.55,1765.8,,5747.74336,45.16799927,3179.0,691.0,3870.0,2.7239,0.9415,-10.91491562,0.938000023,0.940999985,0.930000007,0.931999981,False,-0.011822,25.9798,Estimated_RealVol_BS,Partial,3.2973,-1.2112,0,0,2013.04
2004-02-27,1800.3,1765.9,1807.45,1763.95,1804.8,,5760.025009,45.19599915,3179.0,691.0,3870.0,2.8321,1.0218,-9.174381354,0.931999981,0.931999981,0.926999986,0.926999986,False,0.019349,26.9306,Estimated_RealVol_BS,Partial,2.4661,1.948,0,0,2052.4
2004-03-01,1852.7,1798.35,1856.45,1795.35,1848.0,,5799.211819,45.17300034,5604.0,840.0,6444.0,2.9639,1.1216,-6.530787276,0.931999981,0.936999977,0.926999986,0.93599999,False,0.028691,28.0889,Estimated_RealVol_BS,Partial,3.4032,3.0222,0,0,2112.12
2004-03-03,1860.4,1852.45,1868.25,1842.45,1856.8,,5696.098614,45.15000153,5604.0,840.0,6444.0,2.7982,0.9965,-6.142320208,0.943000019,0.944999993,0.941999972,0.941999972,False,0.004147,26.6326,Estimated_RealVol_BS,Partial,1.4003,0.4292,0,0,2120.89
2004-03-04,1843.85,1859.3,1867.95,1831.2,1835.8,,5713.335753,45.22900009,5604.0,840.0,6444.0,2.5996,0.8513,-6.977272154,0.941999972,0.943000019,0.940999985,0.940999985,False,-0.008936,24.8866,Estimated_RealVol_BS,Partial,2.0069,-0.831,0,0,2102.02
2004-03-05,1867.7,1843.9,1871.1,1843.9,1874.75,,5830.451845,45.18999863,5604.0,840.0,6444.0,2.6049,0.8551,-5.774033247,0.943000019,0.943000019,0.926999986,0.930999994,False,0.012852,24.9335,Estimated_RealVol_BS,Partial,1.4751,1.2907,0,0,2129.21
2004-03-08,1885.25,1868.15,1891.95,1867.95,1885.6,,5818.994132,45.18000031,5604.0,840.0,6444.0,2.5596,0.8228,-4.888631032,0.92900002,0.92900002,0.925999999,0.926999986,False,0.009353,24.5352,Estimated_RealVol_BS,Partial,1.2848,0.9153,0,0,2149.26
2004-03-09,1866.05,1884.5,1898.7,1843.0,1862.0,,5864.659284,45.12900162,5604.0,840.0,6444.0,2.4009,0.7122,-5.85727619,0.926999986,0.931999981,0.926999986,0.931999981,False,-0.010237,23.1396,Estimated_RealVol_BS,Partial,3.0222,-0.979,0,0,2127.38
2004-03-10,1844.35,1866.3,1866.4,1835.8,1838.9,,5801.14793,45.10900116,5604.0,840.0,6444.0,2.4399,0.739,-6.95204702,0.938000023,0.938000023,0.935000002,0.936999977,False,-0.011697,23.4832,Estimated_RealVol_BS,Partial,1.6668,-1.1761,0,0,2102.64
2004-03-11,1805.4,1843.95,1843.95,1798.45,1803.1,,5820.961819,45.18399811,5604.0,840.0,6444.0,2.545,0.8125,-8.917084983,0.931999981,0.936999977,0.92900002,0.936999977,False,-0.021345,24.4073,Estimated_RealVol_BS,Partial,2.53,-2.0906,0,0,2058.24
2004-03-12,1812.2,1805.2,1820.95,1775.9,1812.45,,5740.863991,45.17100143,5604.0,840.0,6444.0,2.5554,0.8198,-8.574023157,0.931999981,0.938000023,0.931999981,0.931999981,False,0.003759,24.4987,Estimated_RealVol_BS,Partial,2.5367,0.3878,0,0,2065.94
2004-03-15,1763.4,1812.45,1836.0,1751.8,1759.0,,5800.278745,45.16999817,5604.0,840.0,6444.0,2.6366,0.8779,-11.03599627,0.931999981,0.93599999,0.931999981,0.931999981,False,-0.027298,25.2118,Estimated_RealVol_BS,Partial,4.8065,-2.7063,0,0,2010.32
2004-03-16,1749.35,1763.35,1769.5,1730.1,1745.65,,5841.129334,45.14899826,5604.0,840.0,6444.0,2.6352,0.8769,-11.74482254,0.943000019,0.943000019,0.938000023,0.938000023,False,-0.007999,25.2003,Estimated_RealVol_BS,Partial,2.2773,-0.7939,0,0,1994.52
2004-03-17,1749.85,1749.6,1765.05,1738.85,1751.85,,5909.328599,45.17100143,5604.0,840.0,6444.0,2.6232,0.8682,-11.71959741,0.931999981,0.933000028,0.912,0.917999983,False,0.000286,25.0943,Estimated_RealVol_BS,Partial,1.5067,0.0143,0,0,1995.06
2004-03-18,1716.65,1750.0,1754.95,1708.3,1717.3,,5967.548958,45.15000153,5604.0,840.0,6444.0,2.6792,0.9088,-13.39454633,0.921999991,0.921999991,0.916999996,0.916999996,False,-0.019155,25.587,Estimated_RealVol_BS,Partial,2.7308,-1.9057,0,0,1957.21
2004-03-19,1725.1,1716.3,1738.6,1703.55,1727.25,,5979.913856,45.09000015,5604.0,840.0,6444.0,2.4979,0.7793,-12.96824156,0.916999996,0.916999996,0.912999988,0.916999996,False,0.00491,23.9932,Estimated_RealVol_BS,Partial,2.0575,0.5127,0,0,1966.88
2004-03-22,1685.0,1726.3,1726.35,1678.4,1687.45,,6048.532139,45.0719986,5604.0,840.0,6444.0,2.6121,0.8603,-14.99129733,0.917999983,0.922999978,0.916999996,0.922999978,False,-0.023519,24.9966,Estimated_RealVol_BS,Partial,2.8569,-2.3924,0,0,1921.15
2004-03-23,1696.4,1685.15,1710.45,1669.7,1696.55,,6047.948954,44.81000137,5604.0,840.0,6444.0,2.5207,0.7953,-14.41616427,0.926999986,0.927999973,0.921999991,0.922999978,False,0.006743,24.1928,Estimated_RealVol_BS,Partial,2.4406,0.6676,0,0,1934.15
